SpeciesCode,HybridatRelease,State,Year,CageorField,Beetle Source,Date of introduction,Eggs,Larvae,Pupae,Adults,Total Release Size,Species,Origin,Location,,FullLocation,County,GPS-Lat,GPS-Long,Tamarisk species,Scientist ,Monitored,Established,HybridEstab,Publications ,Notes
,,CO,2008,,Colorado*,08/05/08,,,,"20,000",20000,Diorhabda carinulata,Colorado*,"Misty George_Springfield, CO",,Ranch,Prowers,37.648116000,-102.592463000,,,No,Yes,,,
,,CO,2008,,Uzbek,08/05/08,,,,250,250,Diorhabda carinata,Uzbek,Allen Knutson_Texas A&M,,N/A,N/A,N/A,N/A,,,No,Yes,,,
,,CO,2008,,Colorado*,08/06/08,,,,"8,000",8000,Diorhabda carinulata,Colorado*,Flume Canyon,,BLM,Mesa,39.150996000,-108.781171000,,,Yes,Yes,,,
,,CO,2009,,Colorado,06/04/09,,,,"25,000",25000,Diorhabda carinulata,Colorado,Fountain Creek_Bill Alt,CO,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,Yes,,,
,,CO,2009,,Colorado,07/07/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Curtis Tichenor,CO,Ranch,Las Animas,37.418527000,-103.662599000,,,No,N/A,,,
,,CO,2009,,Colorado,07/07/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Lutz,CO,Ranch,Las Animas,37.261268000,-104.267527000,,,No,N/A,,,
,,CO,2009,,Colorado,07/08/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Tom Miller,CO,Ranch,Las Animas,37.290741000,-104.318356000,,,No,N/A,,,
,,CO,2009,,Colorado,07/08/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Bill Wilkinson,CO,Ranch,Las Animas,37.336136668,-104.162458333,,,Yes,Yes,,,
,,CO,2009,,Colorado,07/08/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Nicol,CO,Ranch,Las Animas,37.274338000,-104.371213000,,,No,N/A,,,
,,CO,2009,,Colorado,07/08/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Olguin,CO,Ranch,Las Animas,37.269704000,-104.382312000,,,No,N/A,,,
,,CO,2009,,Colorado,07/08/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Hill,CO,Ranch,Las Animas,37.570200000,-104.257363000,,,No,N/A,,,
,,CO,2009,,Colorado,07/08/09,,,,"2,000",2000,Diorhabda carinulata,Colorado,Billie Adams,CO,Ranch,Las Animas,37.418437000,-104.562124000,,,No,N/A,,,
,,CO,2009,,Colorado,07/09/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Wayne Snider,CO,Ranch,Otero,38.147012000,-104.017308000,,,No,N/A,,,
,,CO,2009,,Colorado,07/09/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Brian Taylor,CO,Ranch,Otero,38.089096000,-103.702480000,,,No,N/A,,,
,,CO,2009,,Colorado,07/09/09,,,,"1,000",1000,Diorhabda carinulata,Colorado,Zimmerman,CO,Ranch,Otero,38.110146000,-103.758232000,,,No,N/A,,,
,,CO,2009,,Colorado,07/20/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Fountain Creek_Bill Alt,CO,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,Yes,,,
,,CO,2009,,Colorado,07/20/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Yatzee,CO,Ranch,Pueblo,38.251588000,-104.301642000,,,No,N/A,,,
,,CO,2009,,Colorado,07/21/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,City of Fowler ,CO,Ranch,Otero,38.147012000,-104.017308000,,,No,N/A,,,
,,CO,2009,,Colorado,07/21/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Zimmerman,CO,Ranch,Otero,38.110146000,-103.758232000,,,No,N/A,,,
,,CO,2009,,Colorado,07/21/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,City of Aurora,CO,City of Aurora,Otero,38.085601000,-103.702830000,,,No ,N/A,,,
,,CO,2009,,Colorado,07/22/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,JE Canyon Ranch,CO,Ranch,Las Animas,37.418527000,-103.662599000,,,Yes,Yes,,,
,,CO,2009,,Colorado,07/22/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Lutz,CO,Ranch,Las Animas,37.261268000,-104.267527000,,,No,N/A,,,
,,CO,2009,,Colorado,07/23/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Bill Wilkinson,CO,Ranch,Las Animas,37.336136668,-104.162458333,,,Yes,Yes,,,
,,CO,2009,,Colorado,07/23/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Tom Miller,CO,Ranch,Las Animas,37.290741000,-104.318356000,,,No,Yes,,,
,,CO,2009,,Colorado,07/23/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Nicol,CO,Ranch,Las Animas,37.274338000,-104.371213000,,,No,N/A,,,
,,CO,2009,,Colorado,07/23/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Olguin,CO,Ranch,Las Animas,37.264143000,-104.443302000,,,No,N/A,,,
,,CO,2009,,Colorado,07/23/09,,,,"12,000",12000,Diorhabda carinulata,Colorado,Hill,CO,Ranch,Las Animas,37.570200000,-104.257363000,,,No,N/A,,,
,,CO,2009,,Colorado,07/23/09,,,,"10,000",10000,Diorhabda carinulata,Colorado,Billie Adams,CO,Ranch,Las Animas,37.418437000,-104.562124000,,,No,N/A,,,
,,CO,2009,,Colorado,07/24/09,,,,"15,000",15000,Diorhabda carinulata,Colorado,Enstrom upper,CO,Ranch,Prowers,38.100199000,-102.328266000,,,No,Yes,,,
,,CO,2009,,Colorado,07/24/09,,,,"15,000",15000,Diorhabda carinulata,Colorado,Enstrom_lower,CO,Ranch,Prowers,38.102701000,-102.349203000,,,No,Yes,,,
,,CO,2009,,Colorado,07/24/09,,,,"23,000",23000,Diorhabda carinulata,Colorado,Enstrom,CO,Ranch,Prowers,38.101128000,-102.324388000,,,No,Yes,,,
,,CO,2009,,Colorado,07/24/09,,,,"12,500",12500,Diorhabda carinulata,Colorado,Daniher,CO,Ranch,Otero,37.747980000,-103.479463000,,,No,N/A,,,
,,CO,2009,,Colorado,07/25/09,,,,"17,500",17500,Diorhabda carinulata,Colorado,Wutton,CO,Ranch,Las Animas,37.561529000,-103.644103000,,,No,N/A,,,
,,CO,2009,,Colorado,08/10/09,,,,"5,000",5000,Diorhabda carinulata,Colorado,Two Butte State Wildlife Area,CO,State Park,Prowers,37.648116000,-102.592463000,,,No ,N/A,,,
,,CO,2009,,Colorado,08/10/09,,,,"2,500",2500,Diorhabda carinulata,Colorado,City of Aurora,CO,City of Aurora,Otero,38.093969000,-103.724241000,,,No ,N/A,,,
,,CO,2009,,Colorado,08/10/09,,,,"2,500",2500,Diorhabda carinulata,Colorado,John Martin Reservior,CO,State Park,Bent,38.075281000,-102.956689000,,,No,Yes,,,
,,CO,2009,,Colorado,08/13/09,,,,"8,000",8000,Diorhabda carinulata,Colorado,Williams,CO,Ranch,Pueblo,38.583265000,-104.633820000,,,No,Yes,,,
,,CO,2009,,Colorado,2009,,,,"10,000",10000,Diorhabda carinulata,Colorado,TonyArnold,CO,NRCS,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2009,,Colorado,2009,,,,"10,000",10000,Diorhabda carinulata,Colorado,Tony Arnold,CO,NRCS,Huerfano,37.748244000,-104.874692000,,,No,N/A,,,
,,CO,2010,,Colorado,05/25/10,,,,"6,000",6000,Diorhabda carinulata,Colorado,City of Grand Junction_Waterway Bridge,,City of Grand Junction,Mesa,39.157060000,-108.779164000,,,No,Yes,,,
,,CO,2010,,Colorado,05/26/10,,,,"8,500",8500,Diorhabda carinulata,Colorado,City of Grand Junction_Waterway Bridge,,City of Grand Junction,Mesa,39.157060000,-108.779164000,,,No,Yes,,,
,,CO,2010,,Colorado,06/04/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Clifton Sanitation,,Sanitation,Mesa,39.062154000,-108.448358000,,,No,Yes,,,
,,CO,2010,,Colorado,06/05/10,,,,"41,000",41000,Diorhabda carinulata,Colorado,Andrew Norton_Janet/ CSU,,CSU,Larimer,N/A,N/A,,,No,N/A,,,
,,CO,2010,,Colorado,06/09/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Patty Knupp_Timpas Creek release,,USFS,Otero,37.823782000,-103.956591500,,,No,Yes,,,
,,CO,2010,,Colorado,06/09/10,,,,"9,500",9500,Diorhabda carinulata,Colorado,Patty Knupp_Timpas Creek release,,USFS,Otero,37.693281000,-103.956591500,,,No,Yes,,,
,,CO,2010,,Colorado,06/08/10,,,,"8,000",8000,Diorhabda carinulata,Colorado,Williams Energy,,Business,Garfield,39.483374336,-108.061922037,,,Yes,Yes,,,
,,CO,2010,,Colorado,06/08/10,,,,"14,000",14000,Diorhabda carinulata,Colorado,Matt Scott__East Douglas Creek,,Rio Blanco County,Rio Blanco,39.840326646,-108.706001453,,,Yes,Yes,,,
,,CO,2010,,Colorado,06/09/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Ranch,Prowers,38.100199000,-102.328266000,,,No,Yes,,,
,,CO,2010,,Colorado,06/09/10,,,,"1,000",1000,Diorhabda carinulata,Colorado,City of Grand Junction_Waterway Bridge,,City of Grand Junction,Mesa,39.157060000,-108.779164000,,,No,Yes,,,
,,CO,2010,,Colorado,06/09/10,,,,"15,500",15500,Diorhabda carinulata,Colorado,Patty Knupp_Bill Alt_Fountain Creek,,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,Yes,,,
,,CO,2010,,Colorado,06/11/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Bill Alt_Fountain Creek,,Ranch,Pueblo,38.338549667,-104.615293848,,,Yes,Yes,,,
,,CO,2010,,Colorado,06/11/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Edmundson property near Horse Creek,,Ranch,Crowley,38.305012000,-103.679030300,,,No,Yes,,,
,,CO,2010,,Colorado,06/11/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Williams Creek off Hanover Rd,,N/A,El Paso,38.581365000,-104.629528000,,,No,N/A,,,
,,CO,2010,,Colorado,06/17/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Four Mile Watershed #1_ J.R. Phillips,,Weed Control ,Fremont,38.386907000,-105.071049000,,,No,N/A,,,
,,CO,2010,,Colorado,06/17/10,,,,"4,900",4900,Diorhabda carinulata,Colorado,Four Mile Watershed #2_ J.R. Phillips,,Weed Control ,Fremont,38.434900000,-105.379323000,,,No,N/A,,,
,,CO,2010,,Colorado,07/14/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,City of Grand Junction_Waterway Bridge,,City of Grand Junction,Mesa,39.157060000,-108.779164000,,,No,Yes,,,
,,CO,2010,,Colorado,07/14/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,"Mary Grace Mayer_USDA ARS in Sydney, MT",,USDA,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2010,,Colorado,07/20/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Curtis Tichenor,,Ranch,Las Animas,37.418527000,-103.662599000,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Bill Wilkinson,,Ranch,Las Animas,37.336193000,-104.163910000,,,Yes,Yes,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Billie Adams,,Ranch,Las Animas,37.418437000,-104.562124000,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Hill,,Ranch,Las Animas,37.570200000,-104.257363000,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Pueblo Reservoir upper,,State Park,Pueblo,38.335128000,-104.924378900,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Tom Miller,,Ranch,Las Animas,37.290741000,-104.318356000,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Nicol,,Ranch,Las Animas,37.274338000,-104.371213000,,,No,N/A,,,
,,CO,2010,,Colorado,07/21/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Olguin,,Ranch,Las Animas,37.269704000,-104.382312000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"9,000",9000,Diorhabda carinulata,Colorado,Four Mile Watershed #1_ J.R. Phillips,,Weed Control ,Fremont,38.386907000,-105.071049000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Four Mile Watershed #2_ J.R. Phillips,,Weed Control ,Fremont,38.434900000,-105.379323000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Brian Taylor,,Ranch,Otero,38.089096000,-103.702480000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,Wutton,,Ranch,Las Animas,37.561529000,-103.644103000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"21,000",21000,Diorhabda carinulata,Colorado,Zimmerman,,Ranch,Otero,38.110146000,-103.758232000,,,No,N/A,,,
,,CO,2010,,Colorado,07/22/10,,,,"10,500",10500,Diorhabda carinulata,Colorado,City of Fowler,,N/A,Otero,38.147012000,-104.017308000,,,No,N/A,,,
,,CO,2010,,Colorado,07/23/10,,,,"40,000",40000,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Ranch,Prowers,38.100199000,-102.328266000,,,No,Yes,,,
,,CO,2010,,Colorado,07/23/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Horse Creek ,,N/A,Crowley,38.305012000,-103.679030300,,,No,Yes,,,
,,CO,2010,,Colorado,07/20/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,City of Grand Junction_Waterway Bridge,,City of Grand Junction,Mesa,39.157060000,-108.779164000,,,No,Yes,,,
,,CO,2010,,Colorado,07/23/10,,,,"40,000",40000,Diorhabda carinulata,Colorado,Matt Scott on Douglas Creek,,NRCS,Rio Blanco,39.840326646,-108.706001453,,,Yes,Yes,,,
,,CO,2010,,Colorado,07/26/10,,,,"5,000",5000,Diorhabda carinulata,Colorado,Phyliss Lake,,Ranch,Rio Blanco,N/A,N/A,,,No,N/A,,,
,,CO,2010,,Colorado,07/28/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Williams Creek off Hanover Rd,,N/A,El Paso,38.581365000,-104.629528000,,,No,N/A,,,
,,CO,2010,,Colorado,07/28/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Pueblo Reservoir upper,,State Park,Pueblo,38.335128000,-104.924378900,,,No,N/A,,,
,,CO,2010,,Colorado,07/29/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Four Mile Watershed 3_ J.R. Phillips,,Weed Control ,Fremont,38.517141000,-105.212933900,,,No,N/A,,,
,,CO,2010,,Colorado,07/29/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Apishapa River south of Fowler,,N/A,Huerfano,37.466139000,-104.706079000,,,No,N/A,,,
,,CO,2010,,Colorado,07/28/10,,,,"34,000",34000,Diorhabda carinulata,Colorado,Tony Arnold,,NRCS,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2010,,Colorado,08/06/10,,,,"10,000",10000,Diorhabda carinulata,Colorado,Steve Anthony,,Weed Control ,Garfield,N/A,N/A,,,No,N/A,,,
,,CO,2010,,Colorado,09/11/10,,,,89,89,Diorhabda carinulata,Colorado,Botanical Garden,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2010,,Colorado,09/23/10,,,,200,200,Diorhabda carinulata,Colorado,Tamarisk Coalition display,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,06/08/11,,,,"2,573",2573,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2011,,Colorado,07/20/11,,,,"12,000",12000,Diorhabda carinulata,Colorado,Paonia,,N/A,Delta,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,07/22/11,,,,"40,000",40000,Diorhabda carinulata,Colorado,Horse Creek ,,Private,Crowley,38.305012000,-103.679030300,,,No,Yes,,,
,,CO,2011,,Colorado,08/03/11,,,,"5,000",5000,Diorhabda carinulata,Colorado,Montana,MT - but not a field release,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,08/03/11,,,,"10,000",10000,Diorhabda carinulata,Colorado,Matt Scott__East Douglas Creek,,County,Rio Blanco,39.840326646,-108.706001453,,,Yes,Yes,,,
,,CO,2011,,Colorado,08/09/11,,,,"5,000",5000,Diorhabda carinulata,Colorado,Paonia,,N/A,Delta,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,08/09/11,,,,"35,000",35000,Diorhabda carinulata,Colorado,Brain W.,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,08/09/11,,,,"7,000",7000,Diorhabda carinulata,Colorado,Paonia_Webb C,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2011,,Colorado,08/10/11,,,,"12,500",12500,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.748244000,-104.874692000,,,No,N/A,,,
,,CO,2011,,Colorado,08/10/11,,,,"12,500",12500,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2011,,Colorado,08/10/11,,,,"22,500",22500,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100199000,-102.328266000,,,No,Yes,,,
,,CO,2011,,Colorado,08/22/11,,1500,,"1,000",2500,Diorhabda carinulata,Colorado,Arkansas Conservation,,State,Pueblo,38.470794000,-104.481738000,,,No,N/A,,,
,,CO,2012,,Colorado,05/04/12,,,,"10,000",10000,Diorhabda carinulata,Colorado,Scott Nielson_CSU,,Education,Larimer,N/A,N/A,,,No,Yes,,,
,,CO,2012,,Colorado,05/08/12,,,,"16,000",16000,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2012,,Colorado,05/09/12,,,,"15,000",15000,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,05/12/12,,,,"44,000",44000,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,05/17/12,,,,"20,000",20000,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,05/22/12,,,,"10,000",10000,Diorhabda carinulata,Colorado,Steve Anthony,,County,Garfield,N/A,N/A,,,No,N/A,,,
,,CO,2012,,Colorado,06/05/12,,,,"14,500",14500,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.748244000,-104.874692000,,,No,N/A,,,
,,CO,2012,,Colorado,07/05/12,,,,"70,500",70500,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,07/11/12,,,,"27,500",27500,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.748244000,-104.874692000,,,No,N/A,,,
,,CO,2012,,Colorado,07/11/12,,,,"21,000",21000,Diorhabda carinulata,Colorado,Tony Arnold,,State,Huerfano,37.657886000,-104.696289000,,,No,N/A,,,
,,CO,2012,,Colorado,07/24/12,,,,"7,500",7500,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,07/25/12,,,,"10,000",10000,Diorhabda carinulata,Colorado,Pickewire monitoring site,,State,Las Animas,37.559851729,-103.652047078,,,Yes,Yes,,,
,,CO,2012,,Colorado,07/26/12,,,,"3,000",3000,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140800000,-104.021100000,,,No,N/A,,,
,,CO,2012,,Colorado,07/19/12,,,,"5,000",5000,Diorhabda carinulata,Colorado,Kevin Delaney_Montana,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2012,,Colorado,07/31/12,,,,"12,000",12000,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140733000,-104.022400000,,,No,N/A,,,
,,CO,2012,,Colorado,07/31/12,,,,"15,000",15000,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140667000,-104.019517000,,,No,N/A,,,
,,CO,2012,,Colorado,07/31/12,,,,"10,000",10000,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140800000,-104.021100000,,,No,N/A,,,
,,CO,2012,,Colorado,08/01/12,,,,"5,000",5000,Diorhabda carinulata,Colorado,Kevin Delaney_Montana,,N/A,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2012,,Colorado,08/08/12,,,,"42,500",42500,Diorhabda carinulata,Colorado,John Martin Reservoir,,State,Bent,38.075281000,-102.956689000,,,No,Yes,,,
,,CO,2012,,Colorado,08/13/12,,,,"97,500",97500,Diorhabda carinulata,Colorado,Michael Daskum_Enstrom,,Private,Prowers,38.100780000,-102.344912000,,,No,Yes,,,
,,CO,2012,,Colorado,08/17/12,,,,"10,500",10500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140800000,-104.021100000,,,No,N/A,,,
,,CO,2013,,Colorado,06/05/13,,,,"8,000",8000,Diorhabda carinulata,Colorado,"Mary Mayer_USDA ARS in Sydney, MT",,Federal,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2013,,Colorado,06/12/13,,,,"4,000",4000,Diorhabda carinulata,Colorado,Marvin Watson_Eads,,State,Kiowa,38.281578000,-102.763611000,,,No,Yes,,,
,,CO,2013,,Colorado,06/12/13,,,,"2,000",2000,Diorhabda carinulata,Colorado,Marvin Watson_Queens Reservior,,State,Kiowa,38.344226000,-102.676649000,,,No,Yes,,,
,,CO,2013,,Colorado,06/12/13,,,,"8,000",8000,Diorhabda carinulata,Colorado,Marvin Watson NRSC @ Sweet Water,,State,Kiowa,38.312483719,-102.790328260,,,No,Yes,,,
,,CO,2013,,Colorado,06/13/13,,,,"6,000",6000,Diorhabda carinulata,Colorado,Rush Creek #1 _ Aaron,,Private,Cheyenne,38.654054913,-102.968713817,,,Yes,No,,,
,,CO,2013,,Colorado,06/13/13,,,,"6,000",6000,Diorhabda carinulata,Colorado,Rush Creek #2 _ Aaron,,Private,Cheyenne,38.665405000,-103.008480000,,,No,No,,,
,,CO,2013,,Colorado,07/10/13,,,,"2,000",2000,Diorhabda carinulata,Colorado,Eric Lane for Steve Ryder,,State,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2013,,Colorado,07/10/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Patty Knupp,,State,Pueblo,38.259843500,-104.485897440,,,No,N/A,,,
,,CO,2013,,Colorado,07/09/13,,,,"33,333",33333,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140800000,-104.021100000,,,No,N/A,,,
,,CO,2013,,Colorado,07/09/13,,,,"33,333",33333,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140733000,-104.022400000,,,No,N/A,,,
,,CO,2013,,Colorado,07/09/13,,,,"33,334",33334,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.140667000,-104.019517000,,,No,N/A,,,
,,CO,2013,,Colorado,07/10/13,,,,"64,166",64166,Diorhabda carinulata,Colorado,Marvin Watson_Eads,,State,Kiowa,38.281578000,-102.763611000,,,No,Yes,,,
,,CO,2013,,Colorado,07/10/13,,,,"64,167",64167,Diorhabda carinulata,Colorado,Marvin Watson_Queens Reservior,,State,Kiowa,38.344226000,-102.676649000,,,No,Yes,,,
,,CO,2013,,Colorado,07/10/13,,,,"64,167",64167,Diorhabda carinulata,Colorado,Marvin Watson NRSC @ Sweet Water,,State,Kiowa,38.312483719,-102.790328260,,,No,Yes,,,
,,CO,2013,,Colorado,07/15/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,"Mary Mayer in Sydney, MT",MT - but not a field release,Federal,N/A,N/A,N/A,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Carl Nilson,,State,Delta,38.744959000,-108.122494000,,,No,No,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.863853000,-103.741087000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.796284000,-103.747438000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.911255000,-103.760417000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.911079000,-103.772929000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.911079000,-103.772927000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.911079000,-103.772925000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,37.910713000,-103.765308000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.051223000,-103.718392000,,,No,N/A,,,
,,CO,2013,,Colorado,07/16/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Katlyn_Rocky Fory,,State,Otero,38.051223000,-103.718392000,,,No,N/A,,,
,,CO,2013,,Colorado,07/17/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Rush Creek #1 _ Aaron,,Private,Cheyenne,38.654054913,-102.968713817,,,Yes,No,,,
,,CO,2013,,Colorado,07/17/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Rush Creek #2 _ Aaron,,Private,Cheyenne,38.665405000,-103.008480000,,,No,No,,,
,,CO,2013,,Colorado,07/17/13,,,,"20,000",20000,Diorhabda carinulata,Colorado,Shelly Simmons at River Canyon Ranch,,County,Las Animas,37.218302000,-104.211479130,,,No,N/A,,,
,,CO,2013,,Colorado,07/17/13,,,,"100,000",100000,Diorhabda carinulata,Colorado,Shelly Simmons at John Martin Reservior,,County,Bent,38.075281000,-102.956689000,,,No,Yes,,,
,,CO,2013,,Colorado,07/26/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Bob Chilson released by Cecily Mui with CDA,,Private,Morgan,40.277820000,-103.885056000,,,No,N/A,,,
,,CO,2013,,Colorado,07/26/13,,,,"7,500",7500,Diorhabda carinulata,Colorado,Dan Kendrick released by Cecily Mui with CDA,,Private,Morgan,40.301262000,-103.697596000,,,No,N/A,,,
